,Title,Label
3015,[표]증시주변 자금동향 (8/26),0
3016,위상 달라진 '동학 개미'…공매도 금지 연장 이끌었다,0
3017,"[TF매매동향] 외국인, '삼성SDI' 사고 '진원생명과학' 팔았다",0
3018,"코로나19 재확산, 공매도 금지 6개월 더 연장.. 불법 공매도 처벌 강화",0
3019,"금융위, 공매도금지 6개월 전격 연장…시장 조성자 예외는 허용",0
3020,"스튜디오미르, '코라의 전설' 美 넷플릭스 TV쇼 부문 1위",1
3021,"아리온, 96.67% 비율 감자 결정",0
3022,넷마블 ‘일곱개의대죄’ 글로벌 2000만 대규모 업데이트 실시,0
3023,"계룡건설, 1031억 규모 대전시 재개발정비사업 공사 수주",1
3024,공매도금지 내년 3월 15일까지 6개월 연장,0
3025,"금융위원회, 공매도 금지 조치 6개월 추가 연장(상보)",0
3026,"금융위, 공매도 금지 6개월 연장…내년 3월 15일까지 전 종목 금지",0
3027,"금융위 ""공매도 금지 내년 3월까지 6개월 연장""...""개인참여 확대 제도 개선",1
3028,"에이프로 ""에이프로세미콘 주식 60억에 추가취득""",0
3029,"네이버, 스노우 '잼라이브 서비스' 150억원에 양수",0
3030,"공매도 금지, 결국 6개월 연장…2021년 3월까지",0
3031,"금융위, 공매도 금지 6개월 연장 결정",0
3032,'코로나 수혜주' 카카오 40만원 첫 돌파…·네이버는 시총 3위(종합),1
3033,"아리온, 이정필 대표이사 체제로",0
3034,"[시그널] 네이버, 계열사 잼라이브 서비스 150억원에 인수",0
3035,공매도 금지 6개월 연장키로...내년 3월 15일까지,0
3036,"금융위원회, 공매도 금지 6개월 추가 연장 결정(종합)",0
3037,"금융위, `공매도 금지`·`자사주 취득한도 확대` 6개월 더 연장(상보)",0
3038,"에이프로, 에이프로세미콘 주식 119만주 추가 취득",0
3039,"에이프로, 에이프로세미콘 주식 119만주 추가 취득 결정",0
3040,"'동학 개미' 7500억 순매수, 코로나19에도 '선방'",-1
3041,"금융위, 전 종목 공매도 금지 6개월 연장(1보)",0
3042,"금융위, 공매도 금지 전 상장 종목 6개월 연장",0
3043,"[1보]금융위원회, 공매도 금지 6개월 추가 연장 결정",0
3044,"중앙오션, 메콕스바이오메드로 최대주주 변경",0
3045,코로나19 재확산에 코스피 1% 후퇴…5거래일 만에 첫 하락,-1
3046,"[속보] 금융위, 공매도 금지 조치 6개월 연장",0
3047,"[속보] 금융위, 공매도 금지 전 상장 종목 6개월 추가 연장",0
3048,"[속보]금융위, 공매도 금지 6개월 연장",0
3049,"[속보] 금융위 ""공매도 금지 6개월 연장""",0
3050,"[속보]금융위, 공매도 금지·자기주식 취득한도 6개월 연장",0
3051,"[속보]금융위원회, 공매도 금지 6개월 추가 연장 결정",0
3052,"금융위, 9월16일부터 전체 상장종목 6개월간 공매도 금지",0
3053,"금융위, 공매도 금지 6개월 연장",0
3054,"금융위원회 ""공매도 금지 6개월 연장""",0
3055,"[마감시황]코스피, 1% 내려 2340선 마감…5거래일 만에 하락",-1
3056,"[속보] 금융위, 공매도 금지 6개월 연장",0
3057,"한은 ""코로나19 재확산 10월중 진정 안되면 올 성장률 -2.2%""(재종합)",1
3058,"[마감] 코스피, 2340선 후퇴… 외국인·기관 '팔자'에 1%대 하락",0
3059,코로나 재확산에 코스피 5일만에 하락…개미 4691억 순매수,-1
3060,[속보] 공매도 금지 전 상장 종목 6개월 연장,0
3061,센트럴바이오 “주가 급등 사유 없다”,1
3062,D램 바닥 찍었다…삼성전자·하이닉스 반등 신호?,0
3063,"네이버, 계열사 스노우 '잼라이브 서비스' 영업양수",0
3064,"""LG화학 100만원 간다"" 첫 보고서...시총 4위로 '점프'",0
3065,"[공시]네이버, 스노우 '잼라이브 서비스' 150억원에 양수",0
3066,"[시그널] 카카오페이지, 디앤씨미디어 지분 212억 규모 추가 취득",0
3067,[시황종합] '코로나 재확산' 코스피 2344 후퇴…카카오 40만원 돌파,1
3068,"코스피, 5일만에 하락…코로나 재확산 우려(종합)",-1
3069,[레이더M] 3주만에 문연 IPO 공모시장…코로나 재확산 공포 넘을까,0
3070,"계룡건설, 1031억 규모 재개발정비사업 공사 수주",1
3071,"뉴지스탁 ""젠포트, 월 거래대금 4000억 원 돌파""",1
3072,외국인 돌아오면 '액티브'하게 돌아온다? 성장주 강세 이어질까,1
3073,"외국인·기관 팔자…코스피, '코로나 재확산' 우려에 1%대 하락",-1
3074,"중앙오션, 최대주주 메콕스바이오메드로 변경",0
3075,코로나 확산에 해외 카드사용액은 ‘반토막’,-1
3076,"코스피·코스닥, 코로나 재확산에 투심 위축…5일만에 하락",-1
3077,중국증시 상승 마감… 상하이종합지수 0.61%↑,1
3078,"[fn마감시황]코스피, 코로나19 재확산 우려에 1.05% 하락",-1
3079,[itM 마감시황] 코스피 2344.45로 하락마감…기관·외인 순매도 5000억 육박,-1
3080,[TF시황] '내리막길' 국내증시···코스피 2344선 마감,0
3081,"[공시]카카오페이지, 디앤씨미디어 주식 61만여주 취득",0
3082,[마감시황] 코로나19 우려에 코스피 5거래일 만에 하락,-1
3083,"[마켓인사이트][단독]폐기물業 합종연횡..SK건설, TSK코퍼레이션 지분 KKR에 매각",0
3084,[코스피 마감]`코로나 확산` 5거래일만에 하락 `2340선`..외인 `팔자`로,-1
3085,[특징주] 코로나19·카카오게임즈 상장에 카카오 첫 40만원 돌파,1
3086,5일만에 하락 마감한 코스피,-1
3087,메모리 가격 '바닥신호'..삼전·SK하이닉스 주가 웃을까,-1
3088,소폭 하락한 코스닥,-1
3089,"웨이브일렉트로, 계열사에 31억 채무보증",0
3090,증권업계 간담회에 키움증권은 왜 포함됐나,0
3091,"코리아나, 총 120억원 규모 자기주식취득 신탁계약 해지",-1
3092,"코스피, 3단계 거리두기 격상 우려에 1%대 하락마감",-1
3093,"코스피, 코로나 재확산 우려에 하락 마감…외국인·기관 `팔자`",-1
3094,"코스피·코스닥, 외인·기관 동반 순매도에 5일 만에 하락 마감",0
3095,파월 잭슨홀 연설 대기…원/달러 환율 소폭 하락 마감,-1
3096,"피씨엘, 2000만원 규모 의료기기 공급계약",1
3097,"NH證 ""옵티머스펀드 가입자에 최대 70%까지 유동성지원""",0
3098,"은성수 ""증권사 영업구조, 실물경제와 동떨어져…개선 필요""",1
3099,간담회 발언하는 은성수 위원장,0
3100,발언하는 은성수 금융위원장,0
3101,증권업계 간담회 발언하는 은성수 위원장,0
3102,증권업계 간담회 참석한 은성수 위원장,0
3103,"익산시, 추석 맞이 지역화폐 '다이로움' 10% 추가 할인 이벤트",0
3104,증권업계 간담회 앞서 대화 나누는 참석자들,0
3105,증권업계 간담회 참석한 증권사 대표들,0
3106,포트폴리오 관리 나선 '스마트개미'…저평가 리츠 '줍줍',0
3107,2000달러 이후 주춤해진 금값…추가 상승 가능할까,0
3108,"삼성증권, 경영자 대상 언택트포럼 성황...1600명 참여",0
3109,"만호제강, 보통주 1주당 200원 결산 현금배당 결정",0
3110,"만호제강, 주당 200원 현금배당 결정",0
3111,"한국테크놀로지, 어린이집 70여곳 등에 살균기 기증",0
3112,"KB국민은행, 보통주 1주당 1480원 중간 현금배당 결정",-1
3113,"NH투자증권, 옵티머스 펀드 피해자 최대 70% 선지급(종합)",0
3114,"[특징주]앤디포스, 인플루엔자 분자진단키트 식약처 수출 '허가'…""美 FDA도 추진 예정""",1
3115,코로나 19 재확산에 '빚투' 감소...약될까 독될까,-1
3116,"[fn마켓워치] 대한항공, 대출채권 유동화…300억 조달",0
3117,"은성수 금융위원장 ""자본시장서 개인-기관 형평성 맞출 필요""",1
3118,美·中 싸우는 와중에…두 나라서 연이어 거액 수출계약 따낸 종목,0
3119,"은성수 ""개인 공매도 활성화 방안 모색…금지연장 조기결정""",0
3120,코로나에 '빚투' 증가…신용비율 급증 종목 '투자주의보',1
3121,"나무기술, 코로나19 재확산에 재택솔루션 삼성·KT 등 대기업 수요 급증",0
3122,"SCM생명과학 ""첨생법 시행 맞춰 연구개발 속도올린다""",0
3123,"금호에이치티, 다이노나와 합병 추진…""코로나19 치료제 개발 속도""",1
3124,< World Exchange Now >페북 8%↑… 기술주 강세 S&P·나스닥 ‘사상최고치’,1
3125,주가 고꾸라진 ‘高배당주’… 중간배당도 못한다,-1
3126,"KG모빌리언스, 곽재선 대표이사 체제로",0
3127,국민연금 돛 단 유니슨…'그린뉴딜' 바람 타고 순항,1
3128,"대신정보통신, 115억 규모 정보자원 통합구축사업 용역계약 체결",1
3129,"에스티팜, 올리고뉴클레오타이드 생산 설비 증설에 307억 투자",1
3130,"은성수 ""개인의 공매도 참여 활성화...공모주 청약 개선 필요""",1
3131,"김인환 동아타이어 사장, 자사주 5000주 장내 매수",0
3132,증시서 연일 주목받는 코로나19 백신·치료제 기업,1
3133,[비트코인 지금]국내 1340만원·해외 1만1400달러선 유지,0
3134,"국민은행, 주당 1480원 중간배당 결정",-1
3135,"은성수 ""공매도 금지 연장 조기 결정..개인 공매도 개선 방안도 모색""",1
3136,은성수 “개인의 공매도 접근성 개선…공모주 배정방식도 개선”,1
3137,"이주열 ""코로나발 거리두기, 경제충격 불가피... 추가 금리인하도 가능""",-1
3138,중기·소상공인 대출만기 연장·이자상환 유예 6개월 연장,-1
3139,"LG, 코로나19 재확산에 그룹 연수원 `LG인화원` 생활치료센터로 제공",0
3140,[itM 특징주] 日확진자 400명 넘자…재택근무株 상한가·최고가 ‘기록 봇물’,1
3141,"금호에이치티, 다이노나와 합병 추진",1
3142,"은성수 금융위원장 ""공매도, 영구적 금지보다 개선 필요""",1
3143,'코로나 재확산 공포' 코스피 2340선 후퇴…외인·기관 팔자,1
3144,"[특징주] 제넥신, 코로나19 중증환자 ‘인터루킨-7’ 안전성·효능 확인에 상승",0
3145,"필에너지, 2차전지 배터리 설비 수주 800억 원 달성…전년比 500% 성장",1
3146,"NH투자증권, 옵티머스 투자자에 최대 70% 선지원",1
3147,"은성수 ""개인 불공정성 느끼는 공매도 개선…시장조성자도 점검""",1
3148,"은성수 ""고액자산가 유리한 공모주 배정 방식 개선할 것""",1
3149,"은성수 ""공매도 개선할 것…개인 공매도 활성화 방안 강구""",1
3150,"은성수 금융위원장 ""증권사, 고금리 신용대출 개선 필요""",1
3151,"은성수, ""개인 공매도 활성화 개선 모색.. 연장 여부 조기 결정""",1
3152,[특징주] 다이노나 덕분에 금호에이치티·에스맥 강세,1
3153,"은성수 ""공매도 개인 기회 확대…연장은 조기 결정""",0
3154,"은성수, “개인 투자자의 공매도 접근성 개선할 것”",1
3155,"중기·소상공인, 내년 3월까지 대출연장·이자유예 신청 가능",-1
3156,"에스티팜, 올리고핵산치료제 원료 생산설비 연산 800kg 규모 증설 나서",0
3157,[부고]박영수(한국예탁결제원 수석위원)씨 장인상,0
3158,[부고]손교수(한국증권금융 부장)씨 장모상,0
3159,"에스티팜, 올리고핵산치료제 생산설비 2배 증설",0
3160,"제넥신, '인터루킨-7' 코로나 효능 확인 소식에 급등",1
3161,"라온피플, 디지털 뉴딜 추경사업 AI 융합 프로젝트 수행기관 선정",0
3162,"이지케어텍, 삼광의료재단과 클라우드·의료 빅데이터 MOU 체결",1
3163,"[특징주] '언택트 대장주' 카카오, 신고가 경신… 장중 40만원 돌파",1
3164,[오후1시주식시장은] 코로나19 확진자 수 증가 속 증시 하락세,-1
3165,"한은 ""겨울까지 코로나 재확산하면 올해 성장률 -2.2% 예상""(종합3보)",1
3166,"한은 ""코로나19 재확산 겨울까지 이어지면, 성장률 -2.2%까지 하락""",-1
3167,"삼부토건, 천안 신방삼부르네상스 사기분양 피해 보도에 ""명예훼손이며 고발조치 취할 것""",-1
3168,실적 악화에 사주 장기 공백까지…최대 위기 맞은 부영그룹,0
3169,"제넥신, 코로나19 중증환자서 '인터루킨-7' 안전성 및 효능 확인",0
3170,"이사회만 6차례…NH證, 옵티머스 피해자 30~70% 선지원(종합)",-1
3171,"에스티팜, 올리고뉴클레오타이드 증설 결정…300억원 투자",1
3172,"[특징주] 링네트, 원격근무 수요 증가 기대감에 '상한가'",1
3173,"삼성증권, CEO 대상 `언택트 써밋` 1600명 참여 `흥행`",1
3174,[표]27일 오전 채권시장 - 금리동향,0
3175,[표]유럽 주요기업 주가(8/26),0
3176,"코스피·코스닥, 외인·기관 동반 매도 속에 오후 들어서도 약보합 유지",1
3177,"CLC, 신곡 'HELICOPTER' 오디오 티저 영상 공개",0
3178,[fn마켓워치] 맥쿼리투신운용 새 대표에 반 부렌 사내이사 선임,0
3179,"금투협, `해외채권 투자분석` 개설…9월 15일까지 신청",1
3180,"투교협, 31일 `에너지산업 구조 변화` 온라인 특강",0
3181,"NH證, 진통끝 옵티머스 투자자에 유동성 선지원…""최대 70%""(종합)",1
3182,[데스크라인]맹자와 순자,0
3183,"투자 꼰대 X세대 거품 논쟁 “신경 안쓴다”… 주식서 돈 번 YZ세대, 이번엔 주택도? [한상춘의 지금 세계는]",0
3184,"은성수, 증권업계 간담회…`공매도 금지` 연장 확정되나",0
3185,[부고]박영수(한국예탁결제원 인사부 수석위원) 씨 빙부상,1
3186,[부고]손교수(한국증권금융 증권중개부장) 씨 빙모상,0
3187,"[일문일답]이주열 ""거리두기 격상 등 경기충격 확대시 추가 금리인하 가능""",-1
3188,"과학기술인공제회, VC·PEF 위탁운용사 선정 착수",0
3189,모바일 MMORPG ‘에오스 레드’ 1주년 프로모션,0
3190,"엠게임, 신작 모바일 MMORPG ‘진열혈강호’ 연내 대만 출시",1
3191,"엔씨웨스트, ‘길드워2’ 확장팩 ‘엔드오브드래곤즈’ 내년 출시",1
3192,컴투스 ‘서머너즈워’ 글로벌 이스포츠 ‘SWC’ 29일 본격화,0
3193,"이주열 ""국고채 수요 견조…변동성 커지면 적극 매입""",0
3194,공매도 금지 연장에 사모펀드 시름 깊어질까,0
3195,"NH투자증권, 옵티머스 투자자에 원금 최대 70% 지원",1
3196,"지란지교시큐리티, 자회사 모비젠 IPO 추진…주관사 선정 나서",1
3197,2분기 해외 출국자 97% 급감…해외 카드사용액 '절반' 뚝,-1
3198,"이주열 ""성장률 전망치 -1.3%, 현행 사회적 거리두기 수준 전제""",1
3199,"중소기업 77% ""2월 코로나19 국내 발생 후 매출 감소""",0
3200,출국길 막히자…해외카드사용 IMF위기 이후 최대폭 감소,0
3201,'코로나 재확산 공포' 코스피 0.6% 하락…외인·기관 팔자,0
3202,"[특징주] '상한가 경신' 진원생명과학, 약세 전환… 5%대 ↓",1
3203,[줌인리더스클럽] 해외주식 성장 ‘쑥쑥’…삼성증권 ‘함박웃음’,1
3204,M&A에 요동치는 주가…딜 이후 주목하는 투자심리,1
3205,신한BNP파리바운용 IB역량 집중 ‘시니어론 4호펀드’ 6900억 약정,0
3206,코로나에 네이버·카카오 웃었다…최고가 또 경신,1
3207,"대신정보통신, 116억 규모 범정부 정보자원 통합구축사업 용역 계약",0
3208,'인구절벽' 범부처TF 대응방향…여성·청년·고령자 경제활동↑,1
3209,"대신정보통신, 조달청과 115억8000만원 규모 공급계약",1
3210,"필로시스헬스케어, 약세 전환..7000원→4600원",-1
3211,"[올댓차이나] 홍콩 증시, 미중 긴장고조에 하락세...H주 1.19%↓",-1
3212,"[주식 초고수는 지금]셀리버리·LG화학 사고, SK케미칼·알서포트 팔아",0
3213,"제이엘케이, 암 영역 딥러닝 모델 학습 장치 관련 특허 취득",0
3214,"금호에이치티, 다이노나와 합병 추진 ""코로나19 및 면역항암제 임상 지원""",1
3215,"신신제약, 파이코일바이오텍코리아 지분 7% 취득",0
3216,"""올해 성장률 -1.3%""... 국내외 다른 기관보다 더 '비관론' 돌아선 한은",1
3217,[itM] 美中군사갈등에…아시아 증시 혼조세,-1
3218,[TF특징주] 모더나 관련주 에이비프로바이오·바른손 강세,1
3219,"NH證, 옵티머스 투자자에게 '차등적' 유동성자금 지원 결정",1
3220,"브리지텍, 한국관광공사와 21억 규모 관광안내 문자채팅 상담시스템 구축",0
3221,“옵티머스 투자자에 유동성 자금 先지원”,1
3222,"NH證, 옵티머스 피해자 지원안 극적 결론…최대 70% 선지원",-1
3223,달아오른 한국증시…하루 거래대금 30조,0
3224,"동학개미, 코스피보다 코스닥서 ‘손맛’",0
3225,"이화공영, 190억 규모 주거복합 신축공사",0
3226,카카오 상장후 첫 40만원 돌파...네이버도 장중 역대 신고가,1
3227,"대림에너지, 3년물로 500억 회사채 발행 추진",1
3228,"에스티아이, 삼성전자와 348억 규모 반도체 제조장비 공급",0
3229,亞 첫 ‘주유소 리츠’ 31일 상장 주목,1
3230,美증시 버블 논쟁…모건스탠리 “단기 조정 ” vs JP모건 “더 간다”,0
3231,"메디컬아이피, 메드트로닉과 3D프린팅 해부학 모델 개발",0
3232,"지놈앤컴퍼니, 산업은행 200억원 투자 유치 성공",1
3233,풍력발전 신바람… 최대실적 노리는 SK디앤디,0
3234,外인·기관 쌍끌이…펄떡이는 LG전자,1
3235,"NH투자증권, 옵티머스 투자 고객에게 최대 70% 유동성 공급",1
3236,[시그널] 첫 날만 경쟁률 500대1?···카카오게임즈 IPO 열기 ‘후끈’,0
3237,"[올댓차이나] 中증시, 반동 매수세에 소폭 상승 개장...창업판 0.06%↑",1
3238,계속 오르는 '카카오·네이버'…나란히 연일 신고가 경신,1
3239,"제이엘케이, 암 영역 추출 딥러닝 학습·분석 방법 특허취득",0
3240,"NH증권, 진통 끝에 '옵티머스 70% 선지원'…""무이자 대출 지원""",0
3241,"NH증권, 진통 끝에 '옵티머스 70% 선지원'…""3천억 무이자 대출 지원""",0
3242,"공매도 금지 6개월 연장...금융당국, 금명간 발표",0
3243,위안화 강세…기준환율 달러당 6.8위안대로 내려,1
3244,'SK바이오팜·카카오게임즈'… 다음은 BTS..'빅히트',1
3245,"NH투자증권, 옵티머스펀드 피해자에 최대 70% 선지원",0
3246,"과학기술인공제회, VC·PEF 위탁운용사 선정 나선다",0
3247,"그룹주펀드, 삼성보다 더 잘나간 그룹은?",0
3248,달러-엔 106.050엔(11시09분 현재),0
3249,"NH투자증권, 옵티머스 피해자에 최대 70% 선지원",0
3250,"모더나 백신 노인층에게도 효과, 시장이 흥분하는 이유는?",0
3251,"[fn마켓워치]과기공, PEF·VC에 1820억 출자",0
3252,"사회적 거리두기 3단계 격상시 증시는? ""회복세 찬물…10% 조정 불가피""",0
3253,"[TF특징주] 아시아나항공·HDC현산, 공동투자 가능성에 동반 하락",-1
3254,[속보]이중근 부영그룹 회장 … '횡령·배임' 징역 2년6개월 확정,-1
3255,LG전자 중남미 지역서 `LG 벨벳` 잇따라 출시…글로벌 시장 공략 확대,1
3256,"한경연 ""제조업 내수·수출 전망 개선…투자·고용은 제자리""",1
3257,"[친절한 금·자씨] ""순매수 1위 상품 수익률이 -65%""... '곱버스 올라탈까' 고민된다면?",1
3258,"이트론, 넷앤드와 통합 접근통제 솔루션 총판 계약 체결",1
3259,"신한BNP피라바, 시니어론 4호펀드 6900억원 약정",0
3260,기업 경영자 몰린 온라인 세미나...삼성증권 써밋에 1079개 상장사 참여,0
3261,"[특징주]앤디포스, 강세…분자 진단키트 수출 허가",1
3262,"삼성證, 기업CEO 대상 '언택트 세미나' 개최",1
3263,[특징주]앤디포스 강세…분자 진단키트 수출 허가,1
3264,"자산운용사 뱅가드 ""홍콩ㆍ일본 영업 접고 중국 본토 집중""",0
3265,"[특징주] LG화학, ‘삼바’ 제치고 시총 4위 등극…5거래일 연속↑",1
3266,"NH투자증권, 옵티머스운용 투자자에 최대 70% 유동성 지원",1
3267,"[특징주]바디텍메드, 코로나19 진단키트 개발 및 수출 추진 소식에 상한가",1
3268,"신한BNP파리바운용, 신한BNPP시니어론 4호 펀드 6900억원 약정",0
3269,"금투협, 해외채권 투자분석' 과정 개설",1
3270,"정부, 올해 역성장 시사…""0.1% 목표 달성 쉽지 않다""",1
3271,"NH투자 ""옵티머스 투자자에 최대 70% 지원""",1
3272,"유나이티드제약 ""코로나19 치료제 임상 성공 가능성 높아""",1
3273,"""삼성전자, 3분기 영업이익 10조원"" 증권가 전망치 나와",0
3274,"[단독][fn마켓워치] ‘본입찰D-1’ 효성캐피탈 인수전, 대신­-키움證 출사표",0
3275,[특징주]잡히지 않는 코로나 확산세…원격근무株 ‘강세’,1
3276,"CJ대한통운, 화물차 형광 반사띠 부착…교통안전문화 확산 앞장서",0
3277,"신신제약, 파이코일바이오텍코리아 지분 7.59% 취득 결정",0
3278,"1년4개월만의 거래재개, 이스트아시아 上",1
3279,"한은, 올해 성장률 -1.3%로 대폭 하향…'코로나 재확산' 반영(종합2보)",1
3280,"NH투자증권, 옵티머스 피해자에 최대 70% 선지급",0
3281,"NH투자증권, 옵티머스 펀드 투자자에게 최대 70% 유동성 지원",1
3282,"브리지텍, 한국관광공사와 21억6200만원 규모 공급계약",1
3283,"[특징주] LG화학, 실적개선 전망·중국 CATL 화재사고에 52주 신고가",1
3284,"이화공영, 190억원 규모 공급계약",1
3285,[그래픽] 한국은행 경제성장률 전망,1
3286,NH증권 결국엔…옵티머스 피해자 투자원금 최대 70% 돌려주기로,0
3287,"NH투자증권, 옵티머스펀드 투자자에 최대 70% 선지원 결정",1
3288,"삼성증권 '언택트 서밋'에 CEO 1,600명 몰렸다",0
3289,[표]8월 한국은행 통화정책방향 문구 변화,0
3290,"NH투자증권, 3억 이하 옵티머스 투자자에 70% 지원",1
3291,"NH투자증권, 옵티머스 투자자에 최대 70% 선지원 결정",1
3292,"NH투자증권, 옵티머스 투자자에 최대 70% 유동성 선지원",1
3293,LG화학 100만원 목표주가 첫 등장...장중 사상 최고가 경신,1
3294,"옵티머스 펀드 NH증권 가입자, 최고 70% 지원",1
3295,"NH투자증권, 옵티머스 투자자에 최대 70% 유동성 선지원 결정",1
3296,"NH투자증권, 옵티머스 투자자에 최대 70% 유동성 선지원키로",1
3297,"에스티아이, 삼성전자와 348억원 규모 공급계약",1
3298,"[itM]신한BNP파리바자산운용, 신한BNPP시니어론 4호 펀드 6900억원 약정",0
3299,[전문]8월 한국은행 금통위 통화정책방향,0
3300,"[특징주] LG화학, 실적개선 전망·중국 CATL 화재사고에 강세",1
3301,"삼성증권, '언택트 세미나'에 상장사 1000여곳 참여",0
3302,"이지케어텍, 삼광의료재단과 클라우드 및 의료 빅데이터 협업 위한 MOU 체결",1
3303,"[특징주]에스맥·금호에이치티, 다이노나 임상 1상 승인에 강세",1
3304,경로우대 65세 연령기준 상향 추진…각종 혜택도 재조정(종합),1
3305,"브리지텍, 한국관광공사와 22억 규모 문자채팅 상담시스템 구축 계약",0
3306,"[TF시황] 코스피, 코로나19 재확산 불안감에 장 초반 약세",-1
3307,[TF특징주] '비대면 대장주' 카카오 사상 첫 40만 원 고지 넘었다,0
3308,"[특징주]‘목표주가 100만원’ LG화학, ‘강세’…52주 최고가",1
3309,"코스피, 코로나19 확진자 급증에 낙폭 확대…외국인·기관 '팔자'",1
3310,투교협 '에너지 구조 변화와 석유산업 전망' 온라인 특강,0
3311,"[특징주] 바디텍메드, 코로나19 독감 동시 진단키트 개발 소식에 '상한가'",1
3312,美증시 버블 논쟁…모건스탠리 “조정 온다 ” vs JP모건 “더 간다”,0
3313,순손실에도 장기간 과다 배당하는 기업들을 살펴보니,0
3314,"다이노나, 항체신약 'DNP002' 국내 임상 1상 승인",1
3315,[itM-특징주] 네이버·카카오 52주 신고가…상승세 다시 시동 걸릴까,1
3316,[itM-특징주] 카카오·네이버 52주 신고가…상승세 다시 시동 걸릴까,1
3317,"이트론, 넷앤드와 통합 접근통제 솔루션 총판계약 체결",1
3318,"일동히알테크, 히알루론산 유도체 잔류물 제거 관련 특허 확보",0
3319,"[fn오전시황]코스피, 보합권 등락...기관 나홀로 '팔자'",0
3320,"[특징주] 에스맥, 자회사 고형암 신약 임상 소식에 급등",1
3321,"[특징주] 제노포커스, 코로나19 진단용 효소 개발에 30%↑",1
3322,"코스피, 코로나 우려에 장초반 혼조세…카카오 40만원 첫 돌파",-1
3323,"일동히알테크, 히알루론산 제조법 특허 취득 ""품질 및 안전성 확보""",0
3324,"코아스템, 루게릭병 치료제 한·미 동시 임상3상 하반기 착수",0
3325,[특징주] 카카오 장중 40만원 첫 돌파…상장 후 처음,1
3326,"이화공영, 190억 규모 주거복합 신축공사 수주",1
3327,"한은, 올해 성장률 -0.2%→-1.3%로 대폭 하향(상보)",1
3328,"""CEO도 언택트 학습시대"" 삼성證 언택트 세미나 성황리 개최",1
3329,[특징주] 코로나19 백신 노년층 효과… 파미셀 등 '모더나 관련주' 급등,1
3330,"[특징주] 에스맥, 다이노나 항체신약 임상 계획 승인에 15%↑",1
3331,"에스티아이, 348억 규모 반도체 제조장비 공급계약",1
3332,"[특징주] 콤텍시스템, 정부 비대면 서비스 투자 확대 기대에 강세",1
3333,"한국은행, 기준금리 동결…코스피 낙폭 축소·코스닥 반등",1
3334,"인프라웨어 자회사, RPG '아이들프린세스' 국내 사전예약 실시",0
3335,"한은, 올해 성장률 -1.3%로 대폭 하향…'코로나 재확산' 반영(종합)",1
3336,"[itM]동학개미, 코스피보다 코스닥서 돈 벌었다…효자는 ‘카카오·씨젠’",0
3337,"[특징주] 케이피엠테크, '코로나 치료제' 국내 도입 추진… 7% 상승",1
3338,"[특징주]에스맥, 자회사 다이노나 항체신약 임상1상 승인에 ‘급등’",1
3339,[특징주]코로나19 위기감에…카카오 41만원 최고가 돌파,1
3340,"삼성증권, 기업 CEO 대상 '언택트 써밋' 개최",1
3341,"[속보] 한은, 올해 성장률 전망치 -0.2→-1.3% 대폭 하향",1
3342,"일본 증시, 뉴욕 증시 강세에 0.09% 소폭 반등 개장",1
3343,"[특징주]콤텍시스템, 강세…정부 비대면 서비스 투자 확대 기대",1
3344,[itM-특징주] 엔씨소프트 장중 5%대 급등…7월 이후 최대 상승폭,1
3345,"[시그널] 지놈앤컴퍼니, 산은 200억 투자유치···코스닥 이전상장 ‘파란불’",1
3346,M&A에 울고 웃는 주가…딜 이후 주목하는 투심,1
3347,"한은, 韓성장률 전망 -0.2%→-1.3%로 하향",1
3348,"한은, 성장률 -0.2%→-1.3%로 하향",1
3349,"[특징주] 원격근무株, 코로나19 확산에 강세",1
3350,"[줌인리더스클럽]삼성증권, 해외주식 성장 ‘쑥쑥’",1
3351,"지노믹트리, 검체 실온수송 가능한 다목적 용기 제조신고 완료",0
3352,[특징주]카카오 사상 첫 40만원 고지...네이버도 52주 신고가,1
3353,"삼성증권, 경영자 대상 언택트 세미나에 상장사 1079곳 참여",0
3354,"[개장] 기관·외국인 '팔자'에 코스피, 장 초반 약보합… 2360선 등락",0
3355,금융통화위원회 본회의 참석하는 이주열 총재,0
3356,전국 빈집 거래망 구축…청년 농어촌 진입요건 낮춘다,0
3357,금융통화위원회 본회의 참석한 이주열 총재,0
3358,의사봉 두드리는 이주열 총재,0
3359,의사봉 두드리는 이주열 한은 총재,0
3360,"[특징주] 아시아나·HDC현산, 산은 공동투자 제안에 주가 엇갈려",1
3361,"[마켓인사이트]중소 커피프랜차이즈 '카페 커피니', 기업회생절차 시작",0
3362,"""기관 또 팔자""…코스피, 코로나 우려로 '하락'",-1
3363,"A급 대림에너지, 500억 회사채 발행 추진",1
3364,뉴욕증시 상승 마감...코스피는 장초반 약세,-1
3365,2학기 수업도 불투명··· 초등 전 학년 전 과목 스마트학습 와이즈캠프 꾸준한 문의,0
3366,뜨거운 한국증시도 하루 거래대금 30조 시대,0
3367,코로나19 아파트 환기구 집담감염 의심..서울바이오시스 세계최초 UV기술 부각,0
3368,[특징주] '비대면 대장주' 카카오 장중 40만원 첫 돌파,1
3369,"[특징주] 필로시스헬스케어, 상한가 행진 이후 '급락'",-1
3370,경로우대 65세 연령기준 상향 추진…각종 혜택도 재조정,1
3371,"'언택트 3인방'…카카오·네이버·엔씨, 장초반 강세",1
3372,"[특징주] 카카오, 40만원 첫 돌파…언택트·자회사 영향",1
